Key;Type;Desc;English;Spanish;Italian;;;
Quote324;Text;Description (optional);God, give me the vastness, the courage so I can be kind. Give me the strength so that I can serve. Give me the wisdom so I can be positive. Give me the nature so that I can be compassionate. I ask Thee in Thy Name to uplift me my soul so I can serve all in Thy Name. -The Mind|Yogi Bhajan|;Dios, dame la vastedad, el valor para poder ser bondadoso. Dame la fuerza para poder servir. Dame la sabiduría para poder ser positivo. Dame la naturaleza para poder ser compasivo. Te invoco a Ti en Tu nombre para elevar a mi alma para poder servir a todos en Tu nombre. - La Mente|Yogi Bhajan|;"Dio, dammi la vastità, dammi il coraggio così che io possa essere cortese. Dammi la forza così che io possa servire. Dammi la saggezza, così che io possa essere positivo. Dammi la natura così che io possa essere compassionevole. Io Ti chiedo, nel Tuo Nam, di elevare me e la mia anima così che io possa servire tutti nel Tuo Nome. - Libro ""La Mente""|Yogi Bhajan|";;;
Quote325;Text;Description (optional);You must know you have an unlimited reserve of energy. Once you invoke your energy, there is nothing that is small in you. All the environments start flying towards you. It’s beautiful.|Yogi Bhajan|35790;Debes de saber que tienes una reserva infinita de energía. Una vez que invocas a tu energia, no hay nada que permanezca pequeño en ti. Todos los entornos vendrán volando hacia ti. Es hermoso. |Yogi Bhajan|35790;Voi dovete sapere che avete una illimitata riserva di energia. Una volta che vi appellate alla vostra energia, non c'è nulla di piccolo in voi. Tutti gli ambienti cominciano a volare verso di voi. È meraviglioso. |Yogi Bhajan|35790;;;
Quote326;Text;Description (optional);Harmonious communication happens where there is oneness between the spheres of intelligence and consciousness, where hearts and heads meet. - KRI Conscious Communication Manual|Yogi Bhajan|;Una comunicación armoniosa sucede cuando existe unidad entre las esferas la inteligencia y la consciencia, donde los corazones y las cabezas se reúnen. KRI Manual de Comunicación Consciente|Yogi Bhajan|;Voi dovete sapere che avete una illimitata riserva di energia. Una volta che vi appellate alla vostra energia, non c'è nulla di piccolo in voi. Tutti gli ambienti cominciano a volare verso di voi. È meraviglioso.|Yogi Bhajan|;;;
Quote327;Text;Description (optional);"Don’t count your wrongs, count your blessings and you shall not fail. Any human who calls himself a creature of God and does not count, many times during the day the blessings, but only counts what he doesn’t have is insulting to God and to himself; he is a living non-reality.|Yogi Bhajan|32320";"No cuentes tus errores, cuenta tus bendiciones y no fallaras. Todo ser humano que se llame a si mismo una criatura de Dios y que no cuente, varias veces durante el día, sus bendiciones, y que solamente cuente lo que no tiene es un insulto para Dios y para si mismo; es una no-realidad viviente. |Yogi Bhajan|32320";"Non contate i vostri errori, contate le vostre benedizioni e non fallirete. Qualsiasi individuo che si definisce creatura di Dio non conta molte volte, durante il giorno, le benedizioni, ma conta soltanto quel che non ha, insulta Dio e se stesso; è una realtà non-vivente.|Yogi Bhajan|32320";;;
Quote328;Text;Description (optional);What is the sound current? It’s a total science. Why do we chant mantra? It is a science. Because the tongue intercourses with the upper palate and the upper palate and the tongue create the command for the hypothalamus and the thalamus, and everything else in the brain and the gray matter re-vibrates itself.|Yogi Bhajan|35603;¿Que es la corriente sonora? Es una ciencia completa. ¿Porque recitamos mantras? Es una ciencia. Porque la lengua interactúa con el paladar superior y el paladar superior y la lengua crean la instrucción para el hipotálamo y el tálamo, y todo lo demás en el cerebro y en la materia gris se llena nuevamente de vibración. |Yogi Bhajan|35603;Cos'è la corrente sonora? È una scienza completa. Perché vibriamo i mantra? È una scienza. Poiché la lingua ha un rapporto sessuale con il palato superiore e il palato superiore e la lingua creano il comando per l'ipotalamo e per il talamo, così che tutto il resto nel  cervello e nella materia grigia va a ri-vibrarsi.|Yogi Bhajan|35603;;;
Quote329;Text;Description (optional);What I am asking is, the requirement of all of us is, that we have to be who we are - I am, I am.|Yogi Bhajan|30123;Lo que pido, el requisito para todos nosotros, es que tenemos que ser quienes somos – Yo soy, Yo soy. |Yogi Bhajan|30123;Ciò che sto chiedendo, il requisito per tutti noi, è che noi dobbiamo essere chi siamo - io sono, io sono.|Yogi Bhajan|30123;;;
Quote330;Text;Description (optional);Each good wish, each prayer, is the power to extend happiness. That is the power of prayer.|Yogi Bhajan|30146;Cada buen deseo, cada rezo, es el poder de extender la felicidad. Ese es el poder del rezo. |Yogi Bhajan|30146;Ogni buon desiderio, ogni preghiera, è il potere di estendere la felicità. Questo è il potere della preghiera.|Yogi Bhajan|30146;;;
Quote331;Text;Description (optional);If you don’t believe you belong to yourself, why should God belong to you? That person, who does not belong to that person inside and respect that person inside, will have chaos.|Yogi Bhajan|35541;Si no crees que te perteneces a ti mismo, ?Porque Dios habría de pertenecerte? Aquella persona, que no pertenezca a la persona dentro de si misma y la respete, vivirá en caos.|Yogi Bhajan|35541;"Se voi non credere che appartenete a voi stessi, perché Dio dovrebbe appartenervi? Quella persona che non appartiene alla ""persona"" interiore e che non rispetta la ""persona"" interiore avrà il caos.|Yogi Bhajan|35541";;;
Quote332;Text;Description (optional);The power of infinity is not from outside of you. It is inside of you. When “I” and infinity create the impact, you will become totally divine. Otherwise there’s duality which keeps you away from reality and the pain is humongous.|Yogi Bhajan|35278;El poder del infinito no viene de fuera de ti. Esta dentro tuyo. Cuando el «yo» y el infinito crean el impacto, te volverás completamente divino. De otro modo existe la dualidad que te mantiene alejado de la realidad y el dolor es gigantesco. |Yogi Bhajan|35278;"Il potere dell'Infinito non proviene da fuori di voi. È in voi. Quando ""Io"" e l'Infinito creano l'impatto, voi diventerete totalmente divini. Altrimenti c'è la dualità che vi tiene lontani dalla realtà e il dolore è enorme. |Yogi Bhajan|35278";;;
Quote333;Text;Description (optional);"You are looking for big things. But you have come here not to look for big things; you have come here to become big. So big, soooo big, that you cover everything, that you cannot say “no.” So big, like sunshine, you cannot say, “I’ll shine on this, I won’t shine on that.” No. |Yogi Bhajan|35266";"Andas buscando cosas grandes. Pero no has venido aquí para buscar cosas grandes; has venido para volverte grande. Tan grande, taaaan grande, que cubras todo, que no puedas decir «no.» Tan grande, como la luz del sol, que no podrás decir, «aquí si iluminare, aquí no iluminare.» No. 
|Yogi Bhajan|35266";"Voi cercate grandi cose. Ma voi siete venuti qui non per cercare grandi cose; voi siete venuti per diventare grandi. Così grandi, coooosì grandi, da coprire ogni cosa, da non poter dire ""no"". Così grandi, come il sole, da non poter dire ""Io splenderò su questo, non splenderà su quest'altro"".  No. |Yogi Bhajan|35266";;;
Quote334;Text;Description (optional);"If anything can change your destiny, your dignity, your grace, your capacity - that is love; and love lives in consciousness. |Yogi Bhajan|30144";"Si hay algo que puede cambiar tu destino, tu dignidad, tu gracia, tu capacidad – es el amor; y el amor vive en la consciencia. |Yogi Bhajan|30144";Se qualcosa può cambiare il vostro destino, la vostra dignità, la vostra grazia, la vostra capacità - questo è l'amore e l'amore vive nella coscienza. 12/07/1982|Yogi Bhajan|30144;;;
Quote335;Text;Description (optional);Appreciation is an art and a lifestyle and a source of happiness and fulfillment. It’s called gratitude - an attitude of gratitude.|Yogi Bhajan|30860;La apreciación es un arte y un estilo de vida y una fuente de felicidad y de realización. Se le llama gratitud – una actitud de gratitud.|Yogi Bhajan|30860;L'apprezzamento è un'arte, uno stile di vita e una fonte di felicità e appagamento.  È chiamata gratitudine - attitudine della gratitudine.|Yogi Bhajan|30860;;;
Quote336;Text;Description (optional);This universe does not rotate because you are doing it. It rotates because it wants to rotate itself.|Yogi Bhajan|32489;Este universo no rota porque tu estés haciéndolo. Rota porque desea rotarse a si mismo. |Yogi Bhajan|32489;Questo universo non ruota grazie a voi. Ruota perché vuole ruotare se stesso.|Yogi Bhajan|32489;;;
Quote337;Text;Description (optional);In your day, give one minute to peace. Sit down and just relax, feel peaceful inside and give a prayer to honor those who work for peace and for the tranquility of all mankind. Let us honor ourselves. Let us recognize our inner peace. Meditate in your own way. Get into any posture you want and pray deeply for your inner peace and for the entire mankind.|Yogi Bhajan|32669;En tu día, dale un minuto a la paz. Siéntate y solo relájate, siéntete apaciguado en tu interior y envía un rezo a aquellos que trabajan por la paz y por la tranquilidad de la humanidad. Honrémonos a nosotros mismos. Reconozcamos nuestra paz interior. Medita a tu manera. Colócate en la postura que desees y reza profundamente por tu paz interior y por la humanidad entera. |Yogi Bhajan|32669;Nella vostra giornata, date un minuto alla pace. Sedetevi e semplicemente rilassatevi, sentitevi quieti in voi e offrite una preghiera per onorare chi lavora per la pace e per la tranquillità di tutto il genere umano. Onoriamo noi stessi. Riconosciamo la nostra pace interiore. Meditate a modo vostro. Entrate in qualsiasi postura voi volete e pregate profondamente per la vostra pace interiore e per l'intero genere umano.|Yogi Bhajan|32669;;;
Quote338;Text;Description (optional);Value your independence and virtue, your sovereignty. May you always be sovereign in your personality, your nature, and your action. And may Guru bless you. Take the flag of nobility and walk with it. There is nothing like being noble. Remember, nobility is the basic virtue to be human.|Yogi Bhajan|37661;Valora tu independencia y tu virtud, tu soberanía. Que siempre seas soberano en tu personalidad, en tu naturaleza, y en tu acción. Y que el Guru te bendiga. Toma la bandera de la nobleza y camina con ella. No hay nada como ser noble. Recuerda, la nobleza es la virtud básica para ser humano.|Yogi Bhajan|37661;Valutate la vostra indipendenza e la vostra virtù, la vostra sovranità. Possiate essere sempre sovrani nella vostra personalità, la vostra natura e la vostra azione. E possa il Guru benedirvi. Prendete la bandiera della nobiltà e camminate con essa. Non c'è nulla come l'essere nobile. Ricordate, la nobiltà è la virtù di base dell'essere umano.|Yogi Bhajan|37661;;;
