Key;Type;Desc;Author;Date;English;Spanish;Italian;German;Portuguese;French
329;Text;;Yogi Bhajan;21/4/1997;We are born perfectly spiritual beings, and spirit has no limit. We were born to have a human experience. Practice kindness, compassion and caring, then all the powers of Mother Earth and Heavenly Father will start flowing through your hands, from your sight, from your presence.;Nacemos como seres perfectamente espirituales, y el espíritu no tiene límites.  Nacemos para tener una experiencia humana.  Practica la bondad, la compasión y el cuidado, entonces todos los poderes de la Madre Tierra y el Padre Celestial comenzarán a fluir a través de tus manos, de tu vista, y de tu presencia.;;Wir sind als vollkommene spirituelle Wesen geboren und der Spirit hat keine Grenzen. Wir wurden geboren, um menschliche Erfahrungen zu machen. Praktizieren wir Mitgefühl, Freundlichkeit und Fürsorge werden alle Kräfte unserer Erdenmutter und unsres himmlischen Vaters durch unsere Hände fließen, durch unseren Blick und durch unsere Gegenwart.;Nós nascemos seres espirituais perfeitos e espírito não tem limites. Nascemos para ter uma experiência humana. Pratique bondade, compaixão e carinho, então todos os poderes da Mãe Natureza e do Pai Celestial começarão a fluir através das suas mãos, da sua visão, da sua presença.;Nous sommes des êtres nés parfaitement spirituels et l’âme n’a aucune limite. Nous sommes nés pour avoir une expérience humaine. Pratiquez la bonté, la compassion et la bienveillance, alors tous les pouvoirs de Mère Nature et du Père Céleste commenceront à couler à travers vos mains, depuis vos yeux et par votre présence. 
330;Text;;Yogi Bhajan;17/11/1993;Forgetfulness and forgiveness are two attitudes in life - both are very difficult to achieve. Forgetfulness is for survival. Forgiving is to accelerate our personality development. We don’t forgive to do somebody a favor. Actually it’s the most selfish act on the planet. ;El olvido y el perdón son dos actitudes en la vida.  Las dos son muy difíciles de alcanzar.  El olvido es por supervivencia.  El perdón es para acelerar el desarrollo de nuestra personalidad.  No perdonamos para hacerle un favor a alguien.  De hecho, es el acto más egoísta del planeta.;;Esquecimento e perdão são duas atitudes na vida – ambas muito difíceis de alcançar.  Esquecimento é para sobrevivência. Perdão é para acelerar  o desenvolvimento da nossa personalidade. Não perdoamos para fazer um favor a alguém. Na verdade, é o ato mais egoísta no planeta.;Zu vergeben und zu vergessen sind zwei Eigenschaften, die im Leben schwierig zu erlernen sind. Wir müssen vergessen, um zu überleben. Vergeben beschleunigt unsere persönliche Entwicklung. Wir vergeben nicht, um anderen einen Gefallen zu tun. Es gibt in Wirklichkeit kaum etwas, was selbstsüchtiger sein könnte.;Oublier et pardonner, sont deux attitudes dans la vie, les deux sont très difficiles à réaliser. Oublier c’est pour la survie. Pardonner c’est pour accélérer notre développement personnel. Nous ne pardonnons pas pour faire une faveur à quelqu’un. En réalité, c’est l’acte le plus égoïste sur la planète.
331;Text;;Yogi Bhajan;23/7/1987;When you meditate, that doesn’t necessarily give you a meditative mind. Meditation is to achieve the state of a meditative mind. A meditative mind will tell you what to do, why to do it, where to do it, everything you need, right there on the spot. There is nothing unknown, you will know all. The Will of God is the gift of the meditative mind. You meditate on God because of ego, otherwise you can’t. But once you have a meditative mind, you don’t need ego. Commitment is pure, sheer ego. But once you commit, you are through with ego. ;Cuando meditas, eso no te da necesariamente una mente meditativa.  La meditación es para alcanzar un estado de mente meditativa.  Una mente meditativa te dirá qué hacer, porqué hacerlo, dónde hacerlo, todo lo que necesitas, justo en el momento preciso.  No hay nada desconocido, sabrás todo.  La Voluntad de Dios es el regalo de la mente meditativa.  Meditas en Dios por el ego, de otro modo no puedes.  Pero una vez que tienes una mente meditativa, no necesitas el ego.  El compromiso es puro, puro ego.  Pero una vez que te comprometes, estás al otro lado con el ego.;;Wenn du meditierst, schenkt dir dieses nicht automatisch einen meditativen Geist. Meditation aber ist der Weg,  um einen meditativen Geist zu erlangen. Ein meditativer Geist sagt dir, was zu tun ist, warum es zu tun ist und wo es tun ist: Alles was du brauchst, hier und jetzt. Es gibt nichts Unbekanntes, du weißt alles. Gottes Wille ist das Geschenk des meditativen Geistes. Dein Ego lässt dich auf Gott meditieren, sonst könntest du es nicht tun. Wenn du aber einen meditativen Geist hast, dann brauchst du kein Ego mehr. Deine Selbstverpflichtung,  deine Disziplin ist nichts als Ego. Hast du dich aber einmal dem Göttlichen geweiht, bist du durch mit dem Ego.;Quando você medita, isso não lhe dá necessariamente uma mente meditativa.  Meditação é para alcançar o estado de uma mente meditativa. Uma mente meditativa lhe dirá o que, por que e quando fizer algo, tudo o que necessita, bem lá no lugar certo. Não há nada desconhecido, você conhecerá tudo. A Vontade de Deus é a dádiva da mente meditativa. Você medita em Deus por causa do ego, caso contrário não pode. Mas uma vez que tenha uma mente meditativa, você não precisa de ego. Compromisso é ego absoluto, puro. Mas uma vez que se comprometa você está do começo ao fim com o ego.;Lorsque vous méditez, cela ne vous donne pas forcément un mental méditatif. La méditation est pour atteindre l’état mental méditatif. Un mental méditatif vous dira ce qu’il faut faire, pourquoi le faire, où le faire, tout ce dont vous avez besoin immédiatement. Il n’y a rien d’inconnu, vous saurez tout. La volonté de Dieu est le cadeau d’un mental méditatif. Vous méditez sur Dieu à cause de l’ego, autrement vous ne pouvez pas. Mais lorsque vous avez un mental méditatif, vous n’avez plus besoin d’ego. L’engagement est pur, il écarte l’ego. Et une fois que vous vous engagez, vous avez fini avec l’ego. 
332;Text;;Yogi Bhajan;27/3/1979;We have come to this world to fulfill our spiritual dreams. But it is normally seen that we end up fulfilling our earthly dreams. The mind is the availability through which you can swing from one choice to the other. ;Hemos venido a este mundo a satisfacer nuestros sueños espirituales.  Pero normalmente se ve que terminamos satisfaciendo nuestros sueños terrenales.  La mente es el dispositivo por medio del cual puedes oscilar de una opción a la otra.;;Wir sind in diese Welt gekommen, um unsere spirituellen Träume zu verwirklichen. Aber die normale Vorstellung ist es, das alles damit endet, dass wir unsere irdischen Träume erfüllen. Der Geist ist bereit, vom einen zum anderen zu wechseln.;Viemos para este mundo para realizar nossos sonhos espirituais. Mas o que é visto normalmente é que terminamos realizando nossos sonhos terrenos. A mente é a viabilidade através da qual podemos oscilar de uma escolha para outra.;Nous sommes venus en ce monde pour accomplir nos rêves spirituels. Mais il est normalement vu que nous finissons par accomplir nos rêves terrestres. Le mental est la disponibilité à travers laquelle vous pouvez osciller d’un choix à l’autre. 
333;Text;;Yogi Bhajan;23/7/1987;If you want to accelerate in life, learn to meditate at the same time. If you meditate, your brain will work faster. If you do not meditate, your subconscious will block your mind and make you dull. ;Si quieres acelerar en la vida, aprende a meditar al mismo tiempo.  Si meditas, tu cerebro funcionará más rápido.  Si tú no meditas, tu subconsciente bloqueará tu mente y te hará soso.;;In der Zeit deines Lebens, in der du vorankommen willst , lerne zu meditieren. Dein Gehirn arbeitet schneller, wenn du meditierst. Wenn du nicht meditierst, wird dein Unter-bewusstsein deinen Geist blockieren und dich begriffsstutzig machen.;Se você quer acelerar na vida,  aprenda a meditar ao mesmo tempo. Se você meditar, seu cérebro funcionará mais rápido. Se você não meditar, seu subconsciente bloqueará sua mente e fará de você um estúpido.;Si vous voulez avancer plus vite dans la vie, apprenez à méditer en même temps. Si vous méditez, votre cerveau travaillera plus rapidement. Si vous ne méditez pas, votre subconscient bloquera votre mental et fera de vous un être maussade. 
334;Text;;Yogi Bhajan;11/6/1990;There are three ways in life you can drop fear. One is with courage, you walk through it. Another is to bypass it. A third is take help and strategy in which it can be satisfactorily assured. But you don’t have to relate to it. ;Hay tres formas en la vida como puedes soltar el miedo.  Una es con coraje, lo traspasas.  Otra forma es pasarlo por el lado.  Una tercera forma es tomar ayuda y una estrategia en la cual puedes estar satisfactoriamente asegurado.  Pero no tienes que relacionarte con él.;;Es gibt drei Wege,  auf denen du die Furcht abschütteln  kannst. Ein Weg ist Mut, du gehst einfach durch. Ein anderer Weg ist, ihr aus dem Weg zu gehen. Ein dritter Weg ist es, Hilfe und  Strategie anzunehmen, in denen dir der Sieg sicher ist. Doch du darfst keine  direkte Beziehung  zur Furcht herstellen.;Há três maneiras na vida que pode parar o medo.  Um é com coragem, você caminha através dele. Outro é evitá-lo. O terceiro é obter ajuda e estratégia na qual pode ser assegurado de modo satisfatório. Mas você não tem que se relacionar com isso.;Dans la vie il existe trois manières de laisser tomber la peur. Une, c’est avec courage, vous passez au travers. Une autre est de la court-circuiter. Et la troisième est d’avoir de l’aide et une stratégie dans laquelle vous pouvez être rassuré de façon satisfaisante. Mais vous ne devez pas y être apparenté. 
335;Text;;Yogi Bhajan;24/4/1991;The purpose of life is when death cannot kill you. ;El propósito de la vida es cuando la muerte no puede matarte.;;Wenn der Tod dich nicht töten kann, ist das Ziel des Lebens erreicht.;O propósito da vida é quando a morte não pode matá-lo.;Le but de la vie c’est quand la mort ne peut pas vous tuer. 
336;Text;;Yogi Bhajan;29/7/1985;Any move you make, you must pray because that ignites the power. Ignite your power and then go. Then let God take care of it. ;Cualquier movimiento que hagas, debes orar porque eso enciende el poder.  Enciende tu poder y luego parte.  Entonces deja a Dios que se haga cargo.;;Bete bei jeder Bewegung, die du machst. So rufst du die Kraft herbei.  Rufe die Kraft an und dann geh deiner Wege. Jetzt lasse Gott sich darum kümmern.;Qualquer movimento que você faça, deve orar porque acende o poder. Incendeie seu poder e vá. Depois deixe Deus cuidar disso.;Pour n’importe quelle initiative que vous prenez, vous devez prier parce que cela exalte la puissance. Exaltez votre puissance et puis laissez aller. Ensuite laissez Dieu en prendre soin. 
337;Text;;Yogi Bhajan;23/7/1987;"Confusion, nonsense, mistrust have no reality; they are just mental energy. Those who are calm, quiet, disciplined, meditative, do not go through this. ";La confusión, el sinsentido, la desconfianza, son tan solo energías mentales.  Aquellos que son calmados, tranquilos, disciplinados, meditativos, no pasan a través de esto.;;Unsinn, Chaos und Misstrauen besitzen keine Realität, sie sind lediglich mentale Energien. Die, die ruhig, still, diszipliniert, meditativ sind, müssen es nicht durchmachen.;"Confusão, tolice, desconfiança não são reais; são apenas energias mentais.  Aqueles que são calmos, quietos, disciplinados, meditativos, não passam por isto.";La confusion, le non-sens, la méfiance n’ont aucune réalité, ce sont juste des énergies mentales. Ceux qui sont calmes, tranquilles, disciplinés, méditatifs, ne passent pas par cela
338;Text;;Yogi Bhajan;11/6/1990;You can see the hand of God working only through intuition, then you do not fear. Intuition is knowledge - you see behind the Creator’s hand. Otherwise you only see time and space working, and that is very annoying. That is the difference between a man with intuition and without intuition. ;Puedes ver la mano de Dios trabajando sólo a través de la intuición, entonces no tienes miedo.  La intuición es conocimiento- ves más allá de la mano del Creador.  De otro modo, sólo ves el funcionamiento del tiempo y el espacio, y eso es muy irritante.  Esa es la diferencia entre un hombre con intuición y uno sin intuición.;;Nur intuitiv kannst du das Wirken der Hand Gottes sehen. Dann hast du keine Furcht. Intuition ist Wissen.  - Du schaust hinter Gottes Wirken.  Andererseits siehst du nur die Mühle von Zeit und Raum wirken.  Das ist sehr ärgerlich. Das ist der Unterschied  von Menschen mit und ohne Intuition.;Você pode ver a mão de Deus trabalhando somente através da intuição, então você não receia. Intuição é conhecimento – você vê atrás da mão do Criador. Caso contrário, você só vê tempo e espaço trabalhando e isso é muito aborrecido. Essa é a diferença entre um homem com intuição e sem intuição.;Vous pouvez voir le travail de la main de Dieu seulement au travers de l’intuition, alors vous n’avez pas peur. L’intuition est connaissance, vous voyez au-delà de la main du Créateur. Autrement vous ne voyez que le travail du temps et de l’espace et c’est très ennuyeux. C’est la différence entre un homme avec intuition et un sans intuition. 11/6/90
